trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
371,False,"{'a': 0.01, 'e': 0.02447752327165267}",20,16,5.552664696591109,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.01, 'e': 0.024233967845691113}",30,16,12.859787678143777,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.01, 'e': 0.023992835836709175}",25,3,41.98375330852137,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.01, 'e': 0.023754103131304997}",20,10,15.009015999541568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.01, 'e': 0.023517745856009107}",20,9,19.81627762658004,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.01, 'e': 0.023283740374897}",25,3,31.049135046127905,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.01, 'e': 0.023052063287225567}",25,15,17.777977813917204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.01, 'e': 0.02282269142509297}",25,11,29.700539335935428,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.01, 'e': 0.022595601851121864}",20,6,15.36869584667556,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.01, 'e': 0.02237077185616559}",25,9,26.934697257928075,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.01, 'e': 0.022148178957037315}",25,12,25.845092778146658,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.01, 'e': 0.02192780089426161}",20,6,24.03548563934763,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.01, 'e': 0.02170961562984857}",30,14,5.293041927464781,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.01, 'e': 0.021493601345089923}",35,19,28.217265421234032,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.01, 'e': 0.02127973643837717}",25,11,21.205817498607964,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.01, 'e': 0.021067999523041434}",20,2,31.3792244429053,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.02085836942521472}",20,10,13.789788519714557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01, 'e': 0.020650825181712566}",30,1,31.291409297632285,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.01, 'e': 0.020445346037937653}",20,0,20.3441753322996,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
390,False,"{'a': 0.01, 'e': 0.02024191144580439}",20,3,27.040968093600632,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.01, 'e': 0.020040501061684014}",20,13,11.22353723557952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.01, 'e': 0.019841094744370288}",25,8,7.684604191870752,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
393,False,"{'a': 0.01, 'e': 0.019643672553065292}",20,13,12.253901552930238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.01, 'e': 0.01944821474538539}",20,10,20.391863975111995,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.01, 'e': 0.01925470177538692}",30,4,40.25612435219332,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.01, 'e': 0.019063114291611637}",30,8,33.483702008258646,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.01, 'e': 0.018873433135151486}",25,14,20.008153668979688,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.01, 'e': 0.018685639337732773}",25,7,26.462271710347576,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.01, 'e': 0.018499714119819242}",20,6,20.227989848491113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.01, 'e': 0.018315638888734182}",20,0,28.432409411837646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
401,False,"{'a': 0.01, 'e': 0.01813339523680108}",20,0,31.773455381237486,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
402,False,"{'a': 0.01, 'e': 0.01795296493950285}",25,8,24.70143239109512,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.01, 'e': 0.01777432995365944}",25,14,9.375106296746136,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.01, 'e': 0.017597472415623393}",20,13,9.602131012023332,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.01, 'e': 0.017422374639493515}",20,9,-8.194393344358122,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
406,False,"{'a': 0.01, 'e': 0.017249019115346265}",25,10,25.558352089080746,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.01, 'e': 0.017077388507484793}",20,7,26.481209841127065,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.01, 'e': 0.01690746565270528}",25,11,18.925378563613233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.01, 'e': 0.016739233558580632}",25,12,9.043582529920396,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.01, 'e': 0.01657267540176125}",20,5,20.779640435641895,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.01, 'e': 0.016407774526292645}",20,0,31.123777353416536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
412,False,"{'a': 0.01, 'e': 0.01624451444194987}",25,11,17.71702033936984,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.01, 'e': 0.016082878822588433}",20,13,10.715330414924953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.01, 'e': 0.015922851504511698}",25,17,12.70471418240788,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.01, 'e': 0.015764416484854486}",30,14,30.87425676025992,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.01, 'e': 0.015607557919982829}",20,2,29.710226262300534,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.01, 'e': 0.015452260123909515}",25,13,5.763046531409283,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.01, 'e': 0.015298507566725518}",20,2,29.22278611964216,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.01, 'e': 0.015146284873046978}",20,0,28.748609869060314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.01, 'e': 0.014995576820477703}",20,8,17.811357408226055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.01, 'e': 0.014846368338086833}",30,24,10.942829695460556,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.01, 'e': 0.014698644504901782}",20,0,-6.413980454653335,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
423,False,"{'a': 0.01, 'e': 0.014552390548416122}",20,0,36.01274684871275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
424,False,"{'a': 0.01, 'e': 0.01440759184311235}",30,22,11.587957275859742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.01, 'e': 0.014264233908999256}",20,1,29.92959636747098,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.014122302410163963}",20,9,19.176080545513845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.01, 'e': 0.013981783153338296}",25,1,33.85174227338325,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.01, 'e': 0.013842662086479503}",25,9,30.908862132780918,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.01, 'e': 0.013704925297364943}",20,14,12.002301057881995,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.01, 'e': 0.013568559012200934}",25,13,24.043096633528965,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.01, 'e': 0.013433549594245302}",30,6,37.67059365066609,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.01, 'e': 0.013299883542443767}",20,0,34.273363623422796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
433,False,"{'a': 0.01, 'e': 0.013167547490079753}",20,16,5.341239475617185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.01, 'e': 0.013036528203437736}",20,16,7.640837691444991,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.01, 'e': 0.012906812580479862}",30,20,17.421605121540157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.01, 'e': 0.01277838764953576}",30,4,38.10437825769522,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.01, 'e': 0.012651240568005305}",20,0,30.46667339076496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
438,False,"{'a': 0.01, 'e': 0.012525358621074387}",20,0,25.996617595782542,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
439,False,"{'a': 0.01, 'e': 0.012400729220443408}",20,0,-10.529183220215032,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
440,False,"{'a': 0.01, 'e': 0.012277339903068438}",30,11,4.363823803205775,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
441,False,"{'a': 0.01, 'e': 0.012155178329914937}",25,19,12.403524601792927,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.012034232284723775}",20,0,34.13053665278638,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.01, 'e': 0.011914489672789646}",25,15,17.324059407328395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.01179593851975156}",25,13,23.624795159408816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.01, 'e': 0.011678566970395444}",25,15,18.488968139154803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.01, 'e': 0.011562363287468536}",20,2,29.50973859283234,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.01, 'e': 0.01144731585050571}",25,12,20.725210936746237,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.01, 'e': 0.011333413154667389}",35,11,33.43684526985781,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.01, 'e': 0.011220643809589084}",30,0,46.21931235135749,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.01, 'e': 0.011108996538242306}",25,16,11.681240951539795,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.01, 'e': 0.010998460175806881}",20,0,28.605761971773905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.01, 'e': 0.01088902366855444}",25,15,14.777115313809977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.01, 'e': 0.010780676072743082}",25,6,29.690173476699623,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.01, 'e': 0.010673406553522925}",20,8,20.609981695850497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.010567204383852655}",25,16,16.29827873949275,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.01, 'e': 0.010462058943426795}",30,0,22.182206501149707,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
457,False,"{'a': 0.01, 'e': 0.010357959717613698}",20,0,31.148062153560396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.010254896296404022}",20,0,27.2567531866449,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
459,False,"{'a': 0.01, 'e': 0.010152858373369763}",30,20,18.806334542402833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.01, 'e': 0.010051835744633576}",25,6,33.90962903969613,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.01, 'e': 0.00995181830784842}",20,4,21.68946922507915,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,14,9.868105595156582,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,5,31.05403406091801,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,12,12.210897054159533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,11,27.787746760299253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,15,8.040904083006078,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,17,23.970360341141813,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,10,31.612557598733073,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,5,27.93865983524927,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,13,10.893639130120395,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,0,33.72535403126074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
